cuuid,uuid,bs,model,isl,layer,N,K,hit,pr_cold,cand_cold,speedup_cold,pr_warm,cand_warm,cand_exact
flash_512k_L10_bs32,flash_512k_L10,32,flash,512k,10,131075,512,0.455,17.755466666666667,24.8082,0.7157095906461036,14.370899999999999,21.7117,True
flash_512k_L10_bs4,flash_512k_L10,4,flash,512k,10,131075,512,0.455,15.027066666666668,15.703,0.9569551465749646,13.3727,14.8096,True
flash_512k_L10_bs512,flash_512k_L10,512,flash,512k,10,131075,512,0.455,114.4158,204.89793333333333,0.5584038752302366,102.722,194.25039999999998,True
flash_512k_L10_bs64,flash_512k_L10,64,flash,512k,10,131075,512,0.455,23.562,33.26673333333333,0.7082751337171671,18.1019,29.0973,True
flash_512k_L10_bs8,flash_512k_L10,8,flash,512k,10,131075,512,0.455,15.9508,24.306933333333333,0.6562242871718357,13.6576,22.6429,True
flash_512k_L22_bs1024,flash_512k_L22,1024,flash,512k,22,131075,512,0.057,405.6916,305.3319333333333,1.3286903717244118,397.6148,293.39509999999996,True
flash_512k_L22_bs128,flash_512k_L22,128,flash,512k,22,131075,512,0.057,45.85973333333333,45.18553333333333,1.0149207047093243,34.662,34.3933,True
flash_512k_L22_bs16,flash_512k_L22,16,flash,512k,22,131075,512,0.057,24.533133333333335,36.518,0.6718093360351973,21.932599999999997,34.098800000000004,True
flash_512k_L22_bs2,flash_512k_L22,2,flash,512k,22,131075,512,0.057,21.126066666666667,17.1494,1.2318837199357802,19.359900000000003,16.479599999999998,True
flash_512k_L22_bs256,flash_512k_L22,256,flash,512k,22,131075,512,0.057,120.17986666666667,92.38080000000001,1.300918228318727,109.3587,81.2663,True
flash_512k_L22_bs32,flash_512k_L22,32,flash,512k,22,131075,512,0.057,26.1162,21.712866666666663,1.202798340768761,23.0078,18.703799999999998,True
flash_512k_L22_bs4,flash_512k_L22,4,flash,512k,22,131075,512,0.057,21.491066666666665,17.314,1.2412537060567554,19.8431,16.505599999999998,True
flash_512k_L22_bs512,flash_512k_L22,512,flash,512k,22,131075,512,0.057,215.7946,166.99513333333334,1.2922208910678834,206.0166,155.46689999999998,True
flash_512k_L22_bs64,flash_512k_L22,64,flash,512k,22,131075,512,0.057,35.04813333333333,28.931933333333333,1.2113996299360108,29.9165,24.5245,True
flash_512k_L22_bs8,flash_512k_L22,8,flash,512k,22,131075,512,0.057,24.106066666666667,26.674933333333335,0.9036973538203157,21.8463,25.1165,True
flash_512k_L34_bs1024,flash_512k_L34,1024,flash,512k,34,131075,512,0.283,206.4894666666667,383.17859999999996,0.538885696295844,196.11939999999998,372.7383,True
flash_512k_L34_bs128,flash_512k_L34,128,flash,512k,34,131075,512,0.283,33.46313333333333,51.346666666666664,0.6517099454687094,21.724400000000003,41.0555,True
flash_512k_L34_bs16,flash_512k_L34,16,flash,512k,34,131075,512,0.283,17.209400000000002,34.467866666666666,0.4992882259418435,14.4863,32.2139,True
