scenario,K,dtype,N,BS,gvr_cutedsl_cold_us,gvr_cutedsl_warm_us,op21_legacy_cold_us,op21_legacy_warm_us,op21_hls_cold_us,op21_hls_warm_us,radix_cutedsl_cold_us,radix_cutedsl_warm_us,gvr_multicta_cutedsl_cold_us,gvr_multicta_cutedsl_warm_us,sglang_streaming_cold_us,sglang_streaming_warm_us,speedup_vs_base_op21_legacy,speedup_vs_base_op21_hls,speedup_vs_base_radix_cutedsl,speedup_vs_base_gvr_multicta_cutedsl,speedup_vs_base_sglang_streaming,mc_cluster_size
best,2048,fp32,65536,8,23.616,21.821,16.626,14.362,16.686,14.486,20.558,19.565,19.646,17.764,,,1.4204,1.4153,1.1487,1.2021,,4
best,2048,fp32,65536,16,23.893,22.046,16.922,14.407,16.965,14.543,21.635,20.191,19.884,18.001,,,1.4119,1.4084,1.1044,1.2016,,4
best,2048,fp32,65536,32,24.499,22.175,17.813,14.903,17.902,15.078,25.781,23.962,21.864,19.771,,,1.3753,1.3685,0.9503,1.1205,,2
best,2048,fp32,65536,64,25.64,22.349,24.299,21.333,24.301,21.307,33.875,31.336,23.287,20.352,,,1.0552,1.0551,0.7569,1.101,,2
best,2048,fp32,65536,128,28.674,22.993,26.64,21.731,26.756,21.694,63.645,60.281,28.686,22.981,,,1.0764,1.0717,0.4505,0.9996,,1
best,2048,fp32,65536,256,50.846,35.009,49.107,36.952,49.168,36.883,123.426,117.959,44.018,32.568,,,1.0354,1.0341,0.412,1.1551,,1
best,2048,fp32,65536,512,132.763,117.845,92.455,83.607,92.634,83.639,213.869,210.8,82.039,73.074,,,1.436,1.4332,0.6208,1.6183,,1
best,2048,fp32,65536,1024,210.34,197.657,164.432,156.134,164.084,156.032,422.236,419.124,135.754,126.472,,,1.2792,1.2819,0.4982,1.5494,,1
best,2048,fp32,65536,2048,357.167,339.836,292.657,284.951,292.242,284.777,837.238,834.619,241.867,228.992,,,1.2204,1.2222,0.4266,1.4767,,1
best,2048,fp32,131072,1,30.485,28.172,16.845,14.926,16.853,15.092,20.176,19.29,19.663,18.2,,,1.8097,1.8089,1.511,1.5504,,4
best,2048,fp32,131072,2,30.41,28.129,17.131,15.084,17.205,15.302,20.069,19.327,19.657,18.328,,,1.7751,1.7675,1.5153,1.547,,4
best,2048,fp32,131072,4,30.526,28.138,17.512,15.452,17.789,15.653,20.667,19.759,20.028,18.341,,,1.7431,1.716,1.477,1.5242,,4
best,2048,fp32,131072,8,30.648,28.154,18.022,15.593,18.112,15.781,21.478,20.079,20.411,18.505,,,1.7006,1.6921,1.4269,1.5015,,4
best,2048,fp32,131072,16,31.109,28.392,18.39,15.628,18.48,15.846,25.701,23.903,21.007,18.733,,,1.6916,1.6834,1.2104,1.4809,,4
best,2048,fp32,131072,32,32.104,28.538,19.41,16.255,19.499,16.472,33.293,30.799,26.308,23.119,,,1.654,1.6464,0.9643,1.2203,,2
best,2048,fp32,131072,64,34.299,28.79,31.629,27.957,31.902,27.97,62.795,59.534,29.546,24.016,,,1.0844,1.0751,0.5462,1.1609,,2
best,2048,fp32,131072,128,41.237,30.311,37.526,28.44,37.245,28.451,108.279,101.507,41.189,30.313,,,1.0989,1.1072,0.3808,1.0012,,1
best,2048,fp32,131072,256,117.92,103.504,84.439,72.151,84.442,72.11,212.708,207.817,105.456,89.002,,,1.3965,1.3965,0.5544,1.1182,,1
best,2048,fp32,131072,512,224.946,210.264,156.199,145.691,156.474,145.664,383.51,378.73,182.494,170.755,,,1.4401,1.4376,0.5865,1.2326,,1
best,2048,fp32,131072,1024,380.092,362.439,278.371,268.002,277.666,267.21,727.627,723.473,354.367,345.377,,,1.3654,1.3689,0.5224,1.0726,,1
best,2048,fp32,131072,2048,717.254,704.738,515.804,505.918,516.606,506.494,1448.187,1443.91,668.717,668.145,,,1.3906,1.3884,0.4953,1.0726,,1
best,2048,fp32,262144,1,45.835,42.604,17.509,15.516,17.52,15.588,19.829,18.986,25.043,23.217,,,2.6178,2.6162,2.3115,1.8303,,4
best,2048,fp32,262144,2,45.751,42.616,17.763,15.663,17.749,15.818,20.053,19.213,25.034,23.366,,,2.5756,2.5777,2.2815,1.8276,,4
best,2048,fp32,262144,4,45.843,42.609,18.142,15.901,18.472,16.265,20.79,19.57,25.271,23.424,,,2.5269,2.4818,2.2051,1.8141,,4
best,2048,fp32,262144,8,46.069,42.643,21.659,18.879,21.754,19.138,24.91,23.189,25.77,23.576,,,2.127,2.1177,1.8494,1.7877,,4
best,2048,fp32,262144,16,46.891,42.952,22.16,18.968,22.274,19.198,32.587,30.137,27.029,23.859,,,2.116,2.1052,1.4389,1.7348,,4
best,2048,fp32,262144,32,48.478,43.098,23.323,19.624,23.493,19.869,61.488,58.065,37.505,32.089,,,2.0785,2.0635,0.7884,1.2926,,2
best,2048,fp32,262144,64,54.643,43.453,50.253,43.427,50.624,43.57,119.594,113.174,45.423,33.552,,,1.0874,1.0794,0.4569,1.203,,2
best,2048,fp32,262144,128,101.717,88.815,69.904,58.734,69.923,58.823,199.842,193.947,101.551,88.74,,,1.4551,1.4547,0.509,1.0016,,1
best,2048,fp32,262144,256,209.767,192.493,135.813,123.338,135.944,123.472,353.737,348.053,200.674,173.026,,,1.5445,1.543,0.593,1.0453,,1
best,2048,fp32,262144,512,404.502,382.636,256.818,244.395,257.136,244.497,697.152,690.95,355.904,342.113,,,1.5751,1.5731,0.5802,1.1365,,1
best,2048,fp32,262144,1024,737.596,716.481,484.127,469.935,484.161,470.252,1390.875,1386.26,685.813,672.62,,,1.5236,1.5235,0.5303,1.0755,,1
best,2048,fp32,262144,2048,1343.398,1319.393,874.176,863.243,874.215,862.941,2736.898,2732.125,1315.594,1295.834,,,1.5368,1.5367,0.4908,1.0211,,1
best,2048,fp32,524288,2,75.055,70.262,21.629,19.36,22.093,19.781,20.894,19.642,32.051,29.734,,,3.4701,3.3972,3.5922,2.3417,,4
best,2048,fp32,524288,4,75.231,70.258,22.371,19.788,22.558,20.128,24.933,23.243,32.473,29.829,,,3.3629,3.335,3.0173,2.3167,,4
best,2048,fp32,524288,8,75.898,70.35,29.109,26.095,29.416,26.385,32.428,29.964,33.44,30.017,,,2.6074,2.5802,2.3405,2.2697,,4
best,2048,fp32,524288,16,77.098,70.63,29.779,26.205,30.109,26.482,60.723,57.339,35.544,30.37,,,2.589,2.5606,1.2697,2.1691,,4
best,2048,fp32,524288,32,82.072,70.814,33.64,27.113,33.091,27.359,119.075,112.642,56.865,46.206,,,2.4397,2.4802,0.6892,1.4433,,2
best,2048,fp32,524288,64,121.599,109.347,101.487,97.68,102.96,98.133,232.173,225.249,104.608,92.609,,,1.1982,1.181,0.5237,1.1624,,2
best,2048,fp32,1048576,2,136.45,128.201,28.016,25.154,28.451,25.557,24.595,22.962,48.045,44.463,,,4.8704,4.796,5.5479,2.84,,4
best,2048,fp32,1048576,4,136.459,128.24,28.355,25.503,28.92,25.976,32.205,29.817,48.488,44.517,,,4.8125,4.7185,4.2372,2.8143,,4
best,2048,fp32,1048576,8,137.186,128.341,41.45,37.986,41.936,38.485,61.442,57.867,49.789,44.757,,,3.3097,3.2713,2.2328,2.7553,,4
best,2048,fp32,1048576,16,141.666,128.704,43.016,38.087,43.459,38.574,120.807,113.436,56.895,45.206,,,3.2933,3.2598,1.1727,2.49,,4
best,2048,fp32,1048576,32,187.045,177.838,49.67,42.558,49.007,42.734,238.148,229.465,124.421,113.005,,,3.7658,3.8167,0.7854,1.5033,,2
best,2048,fp32,1048576,64,223.765,206.711,180.24,177.319,182.164,178.102,464.879,455.731,190.538,169.781,,,1.2415,1.2284,0.4813,1.1744,,2
real,512,bf16,4096,1,13.453,11.807,9.339,7.957,9.248,7.99,5.643,4.818,13.352,12.092,,,1.4405,1.4547,2.384,1.0076,,1
real,512,bf16,4096,2,13.088,11.807,9.021,7.974,9.016,7.978,5.709,4.893,13.679,12.108,,,1.4508,1.4516,2.2925,0.9568,,1
real,512,bf16,4096,4,12.835,11.804,9.106,7.961,8.992,7.996,5.646,4.865,13.092,12.1,,,1.4095,1.4274,2.2733,0.9804,,1
real,512,bf16,4096,8,12.829,11.793,9.091,7.977,9.166,7.98,5.659,4.876,13.235,12.084,,,1.4112,1.3996,2.267,0.9693,,1
real,512,bf16,4096,16,12.885,11.816,8.978,7.956,9.125,7.979,5.635,4.882,13.032,12.075,,,1.4352,1.4121,2.2866,0.9887,,1
real,512,bf16,4096,32,12.939,11.856,9.178,7.973,9.134,8.019,5.718,4.918,13.151,12.124,,,1.4098,1.4166,2.2629,0.9839,,1
real,512,bf16,4096,64,12.992,11.951,9.283,8.062,9.278,8.097,5.79,4.939,13.376,12.232,,,1.3995,1.4003,2.2439,0.9713,,1
real,512,bf16,4096,128,13.365,12.117,9.53,8.185,9.461,8.227,6.152,5.158,13.702,12.409,,,1.4024,1.4126,2.1725,0.9754,,1
real,512,bf16,4096,256,16.57,15.335,10.824,9.418,10.854,9.48,10.501,8.929,16.602,15.344,,,1.5309,1.5266,1.5779,0.9981,,1
real,512,bf16,4096,512,28.499,26.843,19.848,16.627,20.003,16.89,18.946,16.576,28.621,26.824,,,1.4359,1.4247,1.5042,0.9957,,1
real,512,bf16,4096,1024,45.018,43.043,28.958,25.779,29.984,26.534,32.301,28.049,44.96,43.038,,,1.5546,1.5014,1.3937,1.0013,,1
real,512,bf16,4096,2048,83.515,80.768,50.307,46.279,51.027,47.006,62.32,54.698,83.521,80.797,,,1.6601,1.6367,1.3401,0.9999,,1
real,512,bf16,8192,1,11.458,10.239,10.694,9.226,10.459,9.248,6.734,6.15,11.535,10.472,,,1.0714,1.0955,1.7015,0.9933,,1
real,512,bf16,8192,2,11.432,10.214,10.354,9.184,10.475,9.219,6.733,6.159,11.503,10.499,,,1.1041,1.0914,1.6979,0.9938,,1
real,512,bf16,8192,4,11.586,10.212,10.44,9.192,10.443,9.247,6.81,6.172,12.098,10.491,,,1.1098,1.1095,1.7013,0.9577,,1
real,512,bf16,8192,8,11.427,10.222,10.469,9.18,10.312,9.231,6.811,6.179,11.72,10.447,,,1.0915,1.1081,1.6777,0.975,,1
real,512,bf16,8192,16,11.581,10.193,10.445,9.2,10.581,9.211,6.795,6.173,11.965,10.425,,,1.1088,1.0945,1.7043,0.9679,,1
real,512,bf16,8192,32,11.659,10.25,10.61,9.229,10.6,9.262,6.912,6.215,11.958,10.505,,,1.0989,1.0999,1.6868,0.975,,1
real,512,bf16,8192,64,11.688,10.358,10.798,9.342,10.734,9.352,7.042,6.253,11.949,10.602,,,1.0824,1.0889,1.6598,0.9782,,1
real,512,bf16,8192,128,12.061,10.533,11.008,9.47,10.965,9.484,7.37,6.337,12.405,10.78,,,1.0957,1.1,1.6365,0.9723,,1
real,512,bf16,8192,256,14.736,12.981,13.187,11.404,13.354,11.491,12.92,11.307,14.81,13.008,,,1.1175,1.1035,1.1406,0.995,,1
real,512,bf16,8192,512,25.197,22.529,24.075,20.492,24.294,20.987,23.515,21.212,25.08,22.522,,,1.0466,1.0372,1.0715,1.0047,,1
real,512,bf16,8192,1024,38.917,35.779,36.182,31.729,37.018,32.743,40.118,36.161,39.047,35.804,,,1.0756,1.0513,0.9701,0.9967,,1
real,512,bf16,8192,2048,71.232,66.92,61.887,57.325,63.659,58.711,78.09,70.7,71.242,66.944,,,1.151,1.119,0.9122,0.9999,,1
real,512,bf16,16384,1,14.339,12.757,11.646,9.715,11.325,9.74,9.893,9.183,13.541,12.458,,,1.2312,1.2661,1.4494,1.0589,,1
real,512,bf16,16384,2,14.366,12.724,11.574,9.677,11.232,9.728,9.893,9.194,14.16,12.389,,,1.2412,1.279,1.4521,1.0145,,1
real,512,bf16,16384,4,14.323,12.694,11.514,9.696,11.283,9.709,9.851,9.192,13.81,12.375,,,1.244,1.2694,1.454,1.0371,,1
real,512,bf16,16384,8,14.458,12.744,11.445,9.674,11.347,9.708,9.928,9.206,13.996,12.455,,,1.2633,1.2742,1.4563,1.033,,1
real,512,bf16,16384,16,14.515,12.716,11.579,9.699,11.442,9.688,9.885,9.217,14.121,12.429,,,1.2536,1.2686,1.4684,1.0279,,1
real,512,bf16,16384,32,14.528,12.785,11.624,9.724,11.499,9.733,9.982,9.258,13.976,12.466,,,1.2498,1.2634,1.4554,1.0395,,1
real,512,bf16,16384,64,14.686,12.878,11.837,9.842,11.723,9.844,10.128,9.322,14.052,12.59,,,1.2407,1.2528,1.45,1.0451,,1
real,512,bf16,16384,128,15.253,13.102,12.419,9.998,12.221,9.992,10.682,9.48,14.741,12.797,,,1.2282,1.2481,1.4279,1.0347,,1
real,512,bf16,16384,256,19.437,16.968,16.415,13.93,16.258,13.88,19.154,17.42,19.321,17.184,,,1.1841,1.1955,1.0148,1.006,,1
real,512,bf16,16384,512,34.783,31.291,28.178,24.477,28.926,24.371,35.738,33.289,33.265,30.412,,,1.2344,1.2025,0.9733,1.0456,,1
real,512,bf16,16384,1024,54.735,50.296,43.447,38.378,43.357,38.183,61.487,57.164,52.001,48.504,,,1.2598,1.2624,0.8902,1.0526,,1
real,512,bf16,16384,2048,99.872,94.017,77.431,71.05,77.25,71.072,119.986,112.652,95.876,91.154,,,1.2898,1.2928,0.8324,1.0417,,1
real,512,bf16,32768,1,17.056,15.508,13.467,10.988,13.144,10.978,14.33,13.461,17.348,15.902,,,1.2665,1.2976,1.1902,0.9832,,1
real,512,bf16,32768,2,17.026,15.503,13.349,11.0,13.066,10.98,14.347,13.583,17.668,15.91,,,1.2755,1.3031,1.1867,0.9637,,1
real,512,bf16,32768,4,16.946,15.487,13.235,11.012,13.127,10.991,14.757,13.702,17.507,15.872,,,1.2804,1.2909,1.1483,0.968,,1
real,512,bf16,32768,8,17.037,15.504,13.202,10.991,13.219,10.987,14.838,13.928,17.584,15.881,,,1.2905,1.2888,1.1482,0.9689,,1
real,512,bf16,32768,16,17.323,15.486,13.179,10.956,13.258,10.945,15.35,14.193,18.113,15.872,,,1.3144,1.3066,1.1285,0.9564,,1
real,512,bf16,32768,32,17.395,15.565,13.413,11.024,13.358,11.013,15.718,14.42,17.993,15.928,,,1.2969,1.3022,1.1067,0.9668,,1
real,512,bf16,32768,64,17.856,15.71,13.776,11.155,13.862,11.142,15.093,14.089,18.325,16.086,,,1.2962,1.2881,1.1831,0.9744,,1
real,512,bf16,32768,128,18.626,15.956,14.584,11.329,14.525,11.334,15.778,14.271,18.965,16.342,,,1.2772,1.2823,1.1805,0.9821,,1
real,512,bf16,32768,256,26.835,23.861,21.016,17.579,20.957,17.557,29.095,26.892,27.99,24.953,,,1.2769,1.2805,0.9223,0.9587,,1
real,512,bf16,32768,512,46.32,41.953,35.426,30.997,35.863,30.882,55.653,52.014,47.893,42.959,,,1.3075,1.2916,0.8323,0.9672,,1
real,512,bf16,32768,1024,73.93,68.574,55.831,49.027,56.205,49.121,97.088,89.754,76.047,70.775,,,1.3242,1.3154,0.7615,0.9722,,1
real,512,bf16,32768,2048,136.492,134.305,100.359,97.193,100.765,97.804,191.084,185.785,141.97,139.973,,,1.36,1.3546,0.7143,0.9614,,1
real,512,bf16,65536,1,27.371,26.109,40.53,25.609,21.499,15.948,14.066,13.219,23.509,21.918,,,0.6753,1.2731,1.9459,1.1643,,4
real,512,bf16,65536,2,27.302,26.115,36.952,25.75,20.955,16.02,14.726,13.716,23.505,22.066,,,0.7389,1.3029,1.854,1.1615,,4
real,512,bf16,65536,4,27.514,26.106,36.496,26.106,19.666,16.308,14.605,13.713,23.646,22.001,,,0.7539,1.3991,1.8839,1.1636,,4
real,512,bf16,65536,8,27.456,26.103,35.998,26.303,19.842,16.467,14.907,13.778,23.901,22.186,,,0.7627,1.3837,1.8418,1.1487,,4
real,512,bf16,65536,16,27.727,26.102,35.923,25.985,19.789,16.428,15.402,14.25,24.116,22.221,,,0.7718,1.4011,1.8002,1.1497,,4
real,512,bf16,65536,32,28.0,26.211,36.304,26.035,20.042,16.93,18.159,16.748,26.189,24.334,,,0.7713,1.3971,1.5419,1.0692,,2
real,512,bf16,65536,64,28.549,26.376,31.514,25.215,22.378,19.275,23.526,21.74,26.925,24.714,,,0.9059,1.2758,1.2135,1.0603,,2
real,512,bf16,65536,128,29.539,26.673,31.966,25.572,22.84,19.616,24.613,22.646,30.29,27.331,,,0.9241,1.2933,1.2001,0.9752,,1
real,512,bf16,65536,256,49.242,45.089,45.666,42.311,34.608,30.514,46.683,43.458,52.299,47.767,,,1.0783,1.4229,1.0548,0.9415,,1
real,512,bf16,65536,512,88.813,80.546,81.477,75.072,60.157,53.807,91.943,85.408,93.737,85.598,,,1.09,1.4764,0.966,0.9475,,1
real,512,bf16,65536,1024,141.62,136.783,131.394,127.638,96.168,92.793,160.68,153.732,150.054,145.513,,,1.0778,1.4726,0.8814,0.9438,,1
real,512,bf16,65536,2048,264.106,259.55,245.934,242.641,176.977,173.916,312.537,305.154,282.563,278.217,,,1.0739,1.4923,0.845,0.9347,,1
real,512,bf16,131072,1,24.282,22.755,50.629,34.159,20.733,16.455,14.237,13.228,17.449,15.957,,,0.4796,1.1712,1.7056,1.3916,,4
real,512,bf16,131072,2,24.231,22.717,45.984,34.209,20.037,16.538,14.403,13.669,17.083,16.013,,,0.5269,1.2093,1.6824,1.4184,,4
real,512,bf16,131072,4,24.379,22.762,45.768,34.235,20.256,16.547,15.107,13.874,17.625,16.049,,,0.5327,1.2035,1.6138,1.3832,,4
real,512,bf16,131072,8,24.326,22.731,44.296,35.18,21.019,18.583,15.358,14.125,17.76,16.15,,,0.5492,1.1573,1.5839,1.3697,,4
real,512,bf16,131072,16,24.582,22.75,44.391,34.949,21.174,18.538,17.741,16.524,18.108,16.191,,,0.5538,1.161,1.3856,1.3575,,4
real,512,bf16,131072,32,25.027,22.847,44.474,35.083,21.483,19.021,22.947,21.246,21.366,19.197,,,0.5627,1.165,1.0906,1.1713,,2
real,512,bf16,131072,64,25.826,23.041,41.616,34.124,30.435,26.305,32.888,30.683,22.767,19.545,,,0.6206,0.8486,0.7853,1.1344,,2
real,512,bf16,131072,128,27.89,23.427,42.285,34.645,31.739,26.792,62.589,59.16,28.384,23.933,,,0.6596,0.8787,0.4456,0.9826,,1
real,512,bf16,131072,256,48.741,39.218,69.579,65.155,54.61,49.056,121.688,116.149,51.029,41.451,,,0.7005,0.8925,0.4005,0.9552,,1
real,512,bf16,131072,512,101.091,88.61,125.797,120.355,107.603,90.77,210.447,207.498,116.142,102.925,,,0.8036,0.9395,0.4804,0.8704,,1
real,512,bf16,131072,1024,158.795,139.03,206.805,203.034,165.1,153.057,415.74,413.424,172.678,156.595,,,0.7678,0.9618,0.382,0.9196,,1
real,512,bf16,131072,2048,261.956,248.135,392.812,389.655,304.406,292.616,829.258,826.764,278.388,261.704,,,0.6669,0.8605,0.3159,0.941,,1
real,512,bf16,262144,1,36.056,34.36,14.155,12.319,13.85,12.262,14.307,13.348,19.612,18.237,,,2.5472,2.6033,2.5202,1.8385,,4
real,512,bf16,262144,2,36.094,34.294,14.115,12.334,13.877,12.263,14.418,13.567,19.845,18.288,,,2.5571,2.601,2.5034,1.8188,,4
real,512,bf16,262144,4,36.133,34.325,14.149,12.303,14.046,12.341,15.253,13.932,19.962,18.336,,,2.5537,2.5725,2.3689,1.8101,,4
real,512,bf16,262144,8,36.224,34.314,14.662,12.611,14.51,12.549,17.827,16.371,20.271,18.42,,,2.4706,2.4965,2.032,1.787,,4
real,512,bf16,262144,16,36.613,34.316,16.109,13.677,16.187,13.533,22.885,21.169,20.863,18.448,,,2.2728,2.2619,1.5999,1.7549,,4
real,512,bf16,262144,32,37.2,34.415,17.213,13.995,17.255,13.92,32.875,30.562,28.264,25.179,,,2.1612,2.1559,1.1316,1.3162,,2
real,512,bf16,262144,64,38.416,34.646,26.907,20.614,26.971,20.554,62.295,58.89,30.163,25.601,,,1.4277,1.4243,0.6167,1.2736,,2
real,512,bf16,262144,128,44.664,35.11,30.533,20.933,30.496,20.874,114.287,106.617,46.89,36.438,,,1.4628,1.4646,0.3908,0.9525,,1
real,512,bf16,262144,256,96.205,84.983,87.864,85.666,88.285,86.118,223.876,220.154,103.635,92.244,,,1.0949,1.0897,0.4297,0.9283,,1
real,512,bf16,262144,512,190.141,156.995,148.754,145.616,149.896,147.216,406.161,402.72,201.211,171.627,,,1.2782,1.2685,0.4681,0.945,,1
real,512,bf16,262144,1024,303.146,276.152,249.83,246.029,252.421,250.307,772.681,768.773,316.19,296.485,,,1.2134,1.201,0.3923,0.9587,,1
real,512,bf16,262144,2048,540.124,524.952,464.992,461.118,473.24,471.252,1541.006,1538.575,565.724,551.736,,,1.1616,1.1413,0.3505,0.9547,,1
real,512,bf16,524288,2,61.717,58.907,15.771,13.573,15.706,13.473,14.69,13.5,26.965,24.891,,,3.9133,3.9295,4.2013,2.2888,,4
real,512,bf16,524288,4,61.35,58.89,15.806,13.53,15.95,13.537,17.354,16.042,27.107,24.822,,,3.8814,3.8464,3.5352,2.2633,,4
real,512,bf16,524288,8,61.326,58.885,16.557,13.811,16.32,13.714,21.915,20.314,27.425,25.004,,,3.7039,3.7577,2.7984,2.2361,,4
real,512,bf16,524288,16,61.771,58.892,28.762,23.99,28.758,24.028,31.285,29.082,28.157,25.039,,,2.1477,2.148,1.9745,2.1938,,4
real,512,bf16,524288,32,62.642,59.008,21.579,16.213,21.322,16.118,59.133,55.861,42.345,37.827,,,2.9029,2.9379,1.0593,1.4793,,2
real,512,bf16,524288,64,66.645,59.296,41.938,29.193,42.088,29.097,115.323,109.78,48.626,38.331,,,1.5891,1.5835,0.5779,1.3706,,2
real,512,bf16,1048576,2,113.562,110.172,179.968,169.136,35.309,29.752,16.946,15.792,43.107,40.13,,,0.631,3.2162,6.7014,2.6344,,4
real,512,bf16,1048576,4,113.378,110.183,179.677,169.215,34.883,29.779,22.694,20.869,43.221,40.108,,,0.631,3.2502,4.9959,2.6232,,4
real,512,bf16,1048576,8,113.595,110.191,179.797,169.399,35.199,30.022,32.147,29.894,43.792,40.251,,,0.6318,3.2272,3.5336,2.594,,4
real,512,bf16,1048576,16,114.184,110.18,350.482,336.643,67.845,58.789,61.277,57.955,44.851,40.351,,,0.3258,1.683,1.8634,2.5459,,4
real,512,bf16,1048576,32,116.307,110.318,523.255,504.533,102.194,88.011,119.706,113.617,74.99,65.94,,,0.2223,1.1381,0.9716,1.551,,2
real,512,bf16,1048576,64,134.287,126.378,215.12,207.733,162.461,155.175,233.524,228.866,102.872,92.191,,,0.6242,0.8266,0.575,1.3054,,2
real,512,fp16,4096,1,11.642,10.019,9.232,7.916,9.266,7.96,5.608,4.771,11.535,10.214,,,1.261,1.2564,2.076,1.0093,,1
real,512,fp16,4096,2,11.299,10.04,8.894,7.944,9.022,7.957,5.642,4.845,11.778,10.233,,,1.2704,1.2524,2.0027,0.9593,,1
real,512,fp16,4096,4,11.016,10.029,8.943,7.927,8.955,7.966,5.602,4.827,11.3,10.209,,,1.2318,1.2302,1.9664,0.9749,,1
real,512,fp16,4096,8,11.056,10.023,9.035,7.959,9.133,7.965,5.603,4.831,11.373,10.203,,,1.2237,1.2106,1.9732,0.9721,,1
real,512,fp16,4096,16,11.133,10.048,8.914,7.932,9.128,7.948,5.558,4.834,11.31,10.204,,,1.2489,1.2197,2.0031,0.9844,,1
real,512,fp16,4096,32,11.226,10.083,9.157,7.98,9.061,7.986,5.67,4.868,11.323,10.22,,,1.2259,1.2389,1.9799,0.9914,,1
real,512,fp16,4096,64,11.256,10.159,9.246,8.038,9.202,8.082,5.771,4.889,11.555,10.32,,,1.2174,1.2232,1.9504,0.9741,,1
real,512,fp16,4096,128,11.555,10.31,9.427,8.175,9.445,8.196,6.048,5.082,11.881,10.487,,,1.2257,1.2234,1.9105,0.9726,,1
real,512,fp16,4096,256,14.254,12.91,10.802,9.389,10.866,9.449,10.342,8.781,14.388,12.908,,,1.3196,1.3118,1.3783,0.9907,,1
real,512,fp16,4096,512,24.171,22.383,19.84,16.645,19.782,16.867,18.656,16.282,24.35,22.391,,,1.2183,1.2219,1.2956,0.9926,,1
real,512,fp16,4096,1024,37.818,35.811,29.098,25.859,30.027,26.517,31.717,27.517,37.841,35.789,,,1.2997,1.2595,1.1924,0.9994,,1
real,512,fp16,4096,2048,69.767,66.828,50.354,46.274,50.99,46.814,61.374,53.524,69.859,66.826,,,1.3855,1.3682,1.1368,0.9987,,1
real,512,fp16,8192,1,10.845,9.574,10.63,9.181,10.418,9.204,6.656,6.062,10.778,9.725,,,1.0202,1.041,1.6294,1.0062,,1
real,512,fp16,8192,2,10.776,9.557,10.266,9.181,10.445,9.199,6.658,6.076,10.856,9.707,,,1.0497,1.0317,1.6185,0.9926,,1
real,512,fp16,8192,4,10.874,9.569,10.429,9.176,10.442,9.199,6.674,6.078,11.305,9.732,,,1.0427,1.0414,1.6293,0.9619,,1
real,512,fp16,8192,8,10.766,9.562,10.658,9.167,10.32,9.198,6.715,6.086,10.871,9.658,,,1.0101,1.0432,1.6033,0.9903,,1
real,512,fp16,8192,16,10.942,9.534,10.493,9.183,10.602,9.173,6.763,6.076,11.289,9.636,,,1.0428,1.0321,1.6179,0.9693,,1
real,512,fp16,8192,32,10.994,9.589,10.608,9.203,10.688,9.219,6.883,6.133,11.173,9.695,,,1.0364,1.0286,1.5973,0.984,,1
real,512,fp16,8192,64,11.094,9.693,10.808,9.317,10.693,9.31,6.952,6.171,11.144,9.796,,,1.0265,1.0375,1.5958,0.9955,,1
real,512,fp16,8192,128,11.424,9.859,10.99,9.443,10.974,9.442,7.246,6.246,11.554,9.964,,,1.0395,1.041,1.5766,0.9887,,1
real,512,fp16,8192,256,13.856,12.041,13.166,11.372,13.328,11.464,12.749,11.13,13.953,12.058,,,1.0524,1.0396,1.0868,0.993,,1
real,512,fp16,8192,512,23.8,20.91,24.162,20.528,24.347,21.039,23.25,20.846,23.832,20.927,,,0.985,0.9775,1.0237,0.9987,,1
real,512,fp16,8192,1024,36.567,33.274,36.372,31.828,37.296,32.767,39.462,35.522,36.783,33.306,,,1.0054,0.9805,0.9266,0.9941,,1
real,512,fp16,8192,2048,66.471,61.934,61.983,57.466,63.698,58.691,76.763,69.388,66.446,61.932,,,1.0724,1.0435,0.8659,1.0004,,1
real,512,fp16,16384,1,15.952,14.425,11.512,9.629,11.288,9.684,9.53,8.816,15.12,14.036,,,1.3857,1.4132,1.6739,1.055,,1
real,512,fp16,16384,2,16.043,14.383,11.48,9.609,11.128,9.672,9.539,8.828,15.729,13.974,,,1.3975,1.4417,1.6818,1.02,,1
real,512,fp16,16384,4,15.894,14.361,11.421,9.632,11.166,9.658,9.491,8.825,15.339,13.951,,,1.3916,1.4234,1.6746,1.0362,,1
real,512,fp16,16384,8,16.149,14.377,11.296,9.605,11.307,9.648,9.491,8.834,15.569,13.987,,,1.4296,1.4282,1.7015,1.0373,,1
real,512,fp16,16384,16,16.064,14.362,11.454,9.62,11.414,9.644,9.534,8.848,15.599,13.965,,,1.4025,1.4074,1.6849,1.0298,,1
real,512,fp16,16384,32,16.208,14.418,11.515,9.654,11.493,9.681,9.619,8.881,15.606,14.029,,,1.4076,1.4102,1.685,1.0386,,1
real,512,fp16,16384,64,16.395,14.51,11.758,9.769,11.606,9.781,9.818,8.954,15.77,14.112,,,1.3944,1.4126,1.6699,1.0396,,1
real,512,fp16,16384,128,16.814,14.703,12.179,9.932,12.117,9.933,10.346,9.091,16.243,14.305,,,1.3806,1.3876,1.6252,1.0352,,1
real,512,fp16,16384,256,21.211,18.854,16.302,13.788,16.048,13.723,18.434,16.705,20.948,19.052,,,1.3011,1.3217,1.1506,1.0126,,1
real,512,fp16,16384,512,37.533,34.239,28.058,24.16,28.557,24.014,34.296,31.836,37.221,34.314,,,1.3377,1.3143,1.0944,1.0084,,1
